AlumniID,FirstName,LastName,Email,Gender,Country,City,Department,GraduationYear,EmploymentStatus,Occupation,DonationAmount,EventParticipationCount,Mentorship,Feedback,LastEngagementDate
ALU1670,Todd,Hill,morgan.pacheco@yahoo.com,Male,United Kingdom,Robinsonland,Arts,2021,Self-Employed,Graphic Designer,0,6,No,2,10/15/2024
ALU1671,Monica,Howe,elizabeth.thomas@gmail.com,Female,Ghana,Jamesshire,Engineering,2023,Student,Civil Engineer,0,7,Yes,3,6/18/2024
ALU1672,Craig,Buck,jonathon.brooks@company.com,Female,Australia,Jamesburgh,Computer Science,2023,Self-Employed,IT Support Specialist,0,7,Yes,2,1/15/2024
ALU1673,Cheryl,Huang,alejandro.roberts@outlook.com,Male,Canada,Gordonmouth,Engineering,2024,Student,Automation Engineer,3298.84,4,Yes,4,5/30/2025
ALU1674,Jonathan,Ashley,michael.wells@yahoo.com,Male,United Kingdom,New Erin,Arts,2020,Self-Employed,Art Coordinator,0,8,Yes,2,2/16/2024
ALU1675,Kyle,Cardenas,april.taylor@company.com,Male,Australia,East Robertstad,Arts,2022,Student,Graphic Designer,0,3,No,2,9/28/2025
ALU1676,David,Bowman,melody.benson@outlook.com,Female,Ghana,West Michelleview,Business,2021,Employed,HR Coordinator,0,0,Yes,3,8/17/2024
ALU1677,Phyllis,Mills,john.gonzales@yahoo.com,Female,United Kingdom,Waltersview,Computer Science,2022,Unemployed,Data Analyst,0,8,Yes,2,12/29/2024
ALU1678,Travis,Martinez,maria.logan@outlook.com,Male,Ghana,Lake Perrystad,Computer Science,2023,Student,IT Support Specialist,0,5,Yes,3,11/26/2023
ALU1679,Wendy,Gutierrez,tara.campbell@gmail.com,Male,Canada,Nathanbury,Nursing,2022,Employed,Clinical Assistant,0,1,Yes,2,1/7/2025
ALU1680,Michelle,Ramirez,ellen.lozano@yahoo.com,Female,Ghana,Samuelville,Computer Science,2025,Employed,IT Support Specialist,0,8,No,1,11/6/2024
ALU1681,Arthur,Hernandez,marissa.harris@outlook.com,Female,United Kingdom,Craigfurt,Business,2024,Self-Employed,Business Analyst,0,10,Yes,4,6/14/2025
ALU1682,Brian,Williams,megan.mendoza@yahoo.com,Female,Australia,Austinmouth,Arts,2021,Student,Art Coordinator,0,10,Yes,5,1/24/2025
ALU1683,Christopher,Villarreal,stephanie.cook@company.com,Female,United Kingdom,South Michaelchester,Education,2023,Self-Employed,Teacher,0,5,Yes,3,8/14/2025
ALU1684,Mark,Rogers,matthew.mccormick@outlook.com,Male,United States,Port Stacy,Arts,2020,Employed,Multimedia Specialist,0,7,Yes,3,6/15/2024
ALU1685,Tiffany,Bowers,francis.blackwell@company.com,Male,Australia,Valenciaberg,Business,2020,Employed,Business Analyst,0,5,Yes,2,8/21/2024
ALU1686,Amber,Washington,richard.chambers@outlook.com,Male,United States,New Kathy,Education,2023,Unemployed,Teacher,2593.48,3,No,1,7/20/2025
ALU1687,Michael,Thomas,brian.reynolds@company.com,Female,Ghana,Masonview,Computer Science,2020,Unemployed,Data Analyst,3203.74,4,Yes,4,10/17/2025
ALU1688,Wayne,Benton,carrie.henderson@yahoo.com,Male,United Kingdom,West Rhonda,Nursing,2022,Unemployed,Clinical Assistant,3054.11,9,Yes,2,8/11/2025
ALU1689,Joshua,Thomas,brandon.jones@outlook.com,Female,United States,East Manuelstad,Arts,2020,Employed,Graphic Designer,0,8,No,3,8/8/2025
ALU1690,Sandra,Fernandez,sabrina.foster@gmail.com,Male,Ghana,Hammondside,Nursing,2021,Self-Employed,Nurse Practitioner,0,1,Yes,3,7/27/2024
ALU1691,Thomas,Davis,peter.wilson@yahoo.com,Male,United States,New Jeff,Engineering,2020,Employed,Civil Engineer,0,4,No,2,4/19/2025
ALU1692,Crystal,Reyes,holly.lewis@company.com,Female,Canada,South Jonathan,Education,2022,Employed,Teacher,0,1,Yes,5,3/27/2025
ALU1693,David,Rodriguez,michael.payne@outlook.com,Male,Australia,Johnchester,Arts,2023,Unemployed,Art Coordinator,0,8,No,5,7/21/2024
ALU1694,Emily,Diaz,julie.butler@company.com,Male,Australia,South Leahton,Education,2023,Self-Employed,Academic Advisor,0,5,No,4,4/8/2025
ALU1695,Allen,English,john.barker@yahoo.com,Male,United States,Lake Paulaton,Nursing,2024,Employed,Registered Nurse,0,0,Yes,3,1/30/2025
ALU1696,Sandra,Williams,kenneth.jacobs@outlook.com,Female,Australia,Tracyfort,Arts,2022,Student,Graphic Designer,3105.43,8,No,4,4/7/2025
ALU1697,Ryan,Andrews,shannon.dominguez@gmail.com,Female,United Kingdom,Walterton,Computer Science,2022,Unemployed,Data Analyst,0,1,Yes,1,4/27/2025
ALU1698,Laurie,Johnson,ann.crawford@yahoo.com,Male,Ghana,South Arthur,Computer Science,2025,Self-Employed,Data Analyst,0,5,Yes,4,5/14/2024
ALU1699,Joseph,Brown,jeffery.griffin@yahoo.com,Female,Australia,Lake Amanda,Engineering,2024,Employed,Civil Engineer,0,9,No,5,9/25/2025
ALU1700,Jasmine,Bailey,mercedes.robinson@company.com,Female,United States,Port Jenniferborough,Nursing,2023,Self-Employed,Registered Nurse,0,3,No,3,7/21/2024
ALU1701,Thomas,Simmons,allison.newton@outlook.com,Female,Canada,West Sherrybury,Business,2025,Self-Employed,Business Analyst,0,1,No,5,2/23/2025
ALU1702,Joshua,Vasquez,pamela.taylor@outlook.com,Male,Australia,Kiddton,Education,2022,Unemployed,Curriculum Developer,0,10,Yes,4,4/17/2025
ALU1703,Angela,Williams,melissa.fox@gmail.com,Male,Ghana,Kelliton,Arts,2023,Student,Graphic Designer,0,4,Yes,2,12/16/2023
ALU1704,Scott,Calderon,drew.hopkins@gmail.com,Female,United Kingdom,Warnerhaven,Education,2020,Self-Employed,Teacher,0,10,No,5,5/5/2025
ALU1705,Jeremy,Parker,susan.garcia@gmail.com,Female,Ghana,Mitchellview,Nursing,2021,Self-Employed,Registered Nurse,0,3,No,4,9/26/2024
ALU1706,Molly,Scott,dylan.heath@yahoo.com,Male,United Kingdom,New Glennmouth,Engineering,2023,Employed,Automation Engineer,0,0,No,4,2/21/2024
ALU1707,Samantha,Bell,chad.hobbs@yahoo.com,Female,United Kingdom,Richardstad,Nursing,2025,Employed,Clinical Assistant,863.27,5,No,3,8/29/2025
ALU1708,Rebecca,Byrd,tracey.cuevas@company.com,Male,United States,Mooreview,Nursing,2025,Unemployed,Clinical Assistant,0,5,No,3,6/19/2024
ALU1709,Christine,Frederick,shane.mclean@gmail.com,Male,Australia,East Jessestad,Nursing,2022,Self-Employed,Clinical Assistant,0,7,Yes,3,2/24/2025
ALU1710,Caitlin,Garcia,brittany.kline@company.com,Female,United States,Johnsburgh,Business,2025,Self-Employed,Business Analyst,0,6,Yes,4,4/6/2025
ALU1711,Eric,Payne,debbie.wilson@company.com,Male,Australia,Markport,Education,2025,Self-Employed,Teacher,0,10,Yes,2,4/15/2024
ALU1712,Crystal,Dixon,robert.anthony@yahoo.com,Female,Ghana,Port Curtiston,Arts,2021,Student,Art Coordinator,1572.1,6,No,4,9/2/2025
ALU1713,Victor,Taylor,emma.rogers@company.com,Female,United Kingdom,Port Amy,Arts,2023,Employed,Art Coordinator,1268.38,1,No,3,3/22/2025
ALU1714,Wesley,Harper,richard.houston@yahoo.com,Male,United States,Port Jacobborough,Education,2020,Unemployed,Teacher,0,4,Yes,3,6/22/2025
ALU1715,Megan,Hunter,samuel.gilmore@company.com,Male,United Kingdom,Natalieport,Computer Science,2020,Unemployed,Data Analyst,0,5,Yes,5,10/3/2025
ALU1716,Janet,Jones,devon.jimenez@gmail.com,Female,United States,Aimeechester,Computer Science,2021,Employed,IT Support Specialist,0,6,Yes,3,11/28/2023
ALU1717,Jonathan,French,jenna.taylor@yahoo.com,Female,Ghana,New Reginachester,Engineering,2025,Self-Employed,Automation Engineer,0,3,Yes,5,11/27/2024
ALU1718,Daniel,Jensen,alexandra.gomez@gmail.com,Male,United States,Harrisonshire,Arts,2021,Unemployed,Graphic Designer,2650.07,9,No,4,3/4/2025
ALU1719,Lisa,Day,michael.jordan@outlook.com,Female,Canada,Hernandezville,Education,2022,Employed,Curriculum Developer,0,10,No,3,11/18/2023
ALU1720,Jeanette,Rodriguez,julie.english@yahoo.com,Female,United Kingdom,North Ashleyside,Computer Science,2021,Employed,Software Engineer,0,6,No,1,4/20/2025
ALU1721,Sandra,Delgado,maureen.carter@outlook.com,Female,Canada,West Samanthashire,Engineering,2020,Employed,Civil Engineer,0,3,Yes,3,6/14/2024
ALU1722,Brent,Gonzales,christine.johnston@outlook.com,Female,Canada,New Andrew,Engineering,2022,Unemployed,Automation Engineer,0,3,No,1,5/8/2025
ALU1723,Jillian,Monroe,christina.randolph@gmail.com,Female,Australia,Lake Kathleen,Education,2023,Self-Employed,Academic Advisor,4326.08,6,No,3,8/22/2025
ALU1724,Michael,Smith,patricia.richardson@company.com,Female,Canada,Newtonville,Engineering,2021,Employed,Mechanical Engineer,0,3,No,1,10/7/2025
ALU1725,Paul,Crawford,katherine.james@gmail.com,Male,United Kingdom,Shawnberg,Business,2021,Student,HR Coordinator,1630.38,5,Yes,1,8/25/2024
ALU1726,Hannah,Summers,april.stewart@outlook.com,Male,Ghana,Scottstad,Business,2022,Student,HR Coordinator,2971.62,8,Yes,1,2/5/2024
ALU1727,Alyssa,Cowan,david.dunn@gmail.com,Female,United Kingdom,West Tammy,Business,2022,Unemployed,Marketing Specialist,0,8,No,2,8/8/2024
ALU1728,Micheal,Estes,scott.odonnell@company.com,Male,United States,New Shane,Education,2020,Student,Curriculum Developer,2146.85,7,Yes,3,5/6/2024
ALU1729,Bethany,Garcia,kimberly.hernandez@gmail.com,Female,Ghana,Steeleborough,Engineering,2021,Unemployed,Automation Engineer,0,9,Yes,2,4/16/2025
ALU1730,Allison,Ruiz,joseph.hayes@company.com,Male,United States,Jenniferland,Computer Science,2024,Employed,Software Engineer,0,0,No,3,7/21/2024
ALU1731,Marissa,Townsend,tara.jones@gmail.com,Male,Australia,Knightmouth,Computer Science,2024,Self-Employed,Data Analyst,0,4,No,4,11/12/2024
ALU1732,Jeffrey,Kirby,joseph.peterson@outlook.com,Female,United States,Port Ryan,Computer Science,2021,Student,IT Support Specialist,603.28,2,Yes,5,12/6/2024
ALU1733,Crystal,Mccoy,lisa.chavez@gmail.com,Female,United States,Reedville,Arts,2025,Self-Employed,Graphic Designer,0,0,No,3,6/8/2024
ALU1734,Daniel,Atkins,amy.meza@gmail.com,Female,Ghana,East Lynn,Business,2025,Unemployed,Business Analyst,0,3,Yes,3,7/27/2025
ALU1735,Christopher,Martinez,aimee.brown@company.com,Female,Canada,Lake Amyville,Engineering,2022,Unemployed,Automation Engineer,0,10,Yes,1,10/6/2024
ALU1736,Grant,Russell,jonathan.lee@yahoo.com,Male,United States,Port Annetteland,Engineering,2021,Employed,Civil Engineer,0,10,No,3,12/23/2023
ALU1737,Kevin,Ross,kenneth.harris@gmail.com,Male,Ghana,Deannaberg,Engineering,2025,Student,Mechanical Engineer,0,1,No,1,9/27/2025
ALU1738,Taylor,Williams,scott.murphy@company.com,Male,United States,Devinside,Engineering,2023,Unemployed,Mechanical Engineer,0,3,Yes,1,10/12/2025
ALU1739,Wyatt,Clay,emily.shepard@gmail.com,Female,Canada,Port Michaelshire,Computer Science,2020,Self-Employed,Software Engineer,0,7,No,5,7/21/2024
ALU1740,Charlene,Miller,kenneth.joseph@gmail.com,Male,United Kingdom,Austinstad,Nursing,2020,Employed,Clinical Assistant,0,4,Yes,3,6/12/2024
ALU1741,Bonnie,Cooper,anthony.peck@gmail.com,Male,United States,South Michael,Education,2024,Student,Teacher,1239.08,2,No,2,10/28/2023
ALU1742,Charles,Williams,kiara.lewis@gmail.com,Male,United States,Hughesborough,Engineering,2025,Student,Automation Engineer,0,5,No,2,11/17/2023
ALU1743,Pamela,Morales,william.case@gmail.com,Female,United Kingdom,West Laura,Education,2020,Employed,Teacher,543.58,2,No,4,11/20/2023
ALU1744,Tracy,Fowler,shannon.davis@yahoo.com,Male,United Kingdom,South Christopher,Education,2023,Self-Employed,Teacher,3119.8,8,Yes,5,7/27/2024
ALU1745,Steven,Anderson,tyler.mcneil@company.com,Female,United Kingdom,Austinmouth,Nursing,2021,Student,Registered Nurse,0,1,Yes,3,5/30/2025
ALU1746,Robert,Norris,olivia.powell@gmail.com,Female,United States,South Steven,Education,2024,Employed,Teacher,2550.4,1,No,3,10/7/2024
ALU1747,Edward,Wilson,blake.white@gmail.com,Female,Australia,Klineburgh,Nursing,2021,Unemployed,Clinical Assistant,0,1,No,5,12/28/2024
ALU1748,Karen,Powell,gregory.neal@company.com,Female,United Kingdom,Schneiderburgh,Arts,2021,Unemployed,Art Coordinator,0,5,No,3,12/23/2024
ALU1749,Linda,Thompson,bryan.thomas@yahoo.com,Female,United Kingdom,South Michael,Computer Science,2025,Student,Data Analyst,0,4,No,5,2/23/2025
ALU1750,David,Robertson,debra.hernandez@gmail.com,Female,United States,Shannonview,Education,2021,Student,Curriculum Developer,0,5,No,2,9/8/2024
ALU1751,Lauren,Scott,wanda.clarke@company.com,Male,Canada,South Crystalborough,Business,2022,Student,Business Analyst,4757.42,1,Yes,1,5/15/2024
ALU1752,Mark,Green,evelyn.small@gmail.com,Female,Ghana,Port Perrystad,Education,2020,Student,Teacher,0,8,Yes,4,6/15/2024
ALU1753,Patrick,Green,arthur.sawyer@outlook.com,Male,Australia,Jacobland,Nursing,2025,Self-Employed,Clinical Assistant,0,1,Yes,5,7/31/2024
ALU1754,Eddie,Marsh,sarah.shaw@gmail.com,Female,Ghana,Justinview,Arts,2025,Self-Employed,Art Coordinator,0,4,Yes,5,12/6/2024
ALU1755,Collin,Rivera,elizabeth.martinez@company.com,Female,Ghana,Orrmouth,Business,2025,Student,Marketing Specialist,2360.91,8,No,2,12/27/2023
ALU1756,Angela,Flores,billy.morrison@company.com,Male,United Kingdom,Alexanderside,Arts,2021,Unemployed,Art Coordinator,4572.47,5,Yes,3,9/26/2025
ALU1757,Amanda,Rogers,thomas.buchanan@gmail.com,Male,United Kingdom,Lake Alyssa,Computer Science,2024,Unemployed,Software Engineer,200.55,5,Yes,5,12/10/2024
ALU1758,Sandra,Jordan,john.henderson@company.com,Male,Australia,North Terri,Business,2020,Student,Marketing Specialist,846.79,2,No,5,7/11/2025
ALU1759,Jennifer,Ochoa,caleb.dean@outlook.com,Male,United States,New Stephenbury,Arts,2021,Self-Employed,Graphic Designer,0,9,Yes,2,5/30/2025
ALU1760,Annette,Bowers,mark.wilson@yahoo.com,Male,United States,New Leslie,Arts,2025,Employed,Art Coordinator,0,7,Yes,5,12/24/2023
ALU1761,Nicole,Miles,claudia.martin@company.com,Female,Ghana,West Adamshire,Computer Science,2025,Self-Employed,Software Engineer,0,3,Yes,5,4/8/2025
ALU1762,Michael,Walters,gregory.murray@gmail.com,Female,United States,North Jennifermouth,Business,2025,Student,Business Analyst,0,4,Yes,5,8/10/2025
ALU1763,Thomas,Williams,lisa.martinez@outlook.com,Female,Canada,New Rebeccaborough,Education,2025,Self-Employed,Curriculum Developer,0,8,Yes,1,3/7/2024
ALU1764,Zachary,Barrett,brandon.mcdonald@company.com,Female,United States,North Ashley,Arts,2020,Unemployed,Multimedia Specialist,191.85,1,Yes,5,10/9/2025
ALU1765,Thomas,Snow,caitlin.gordon@yahoo.com,Female,Ghana,Chelseabury,Arts,2023,Self-Employed,Multimedia Specialist,403.93,2,Yes,5,7/10/2025
ALU1766,Kimberly,Ruiz,joshua.jones@gmail.com,Male,Australia,Coltonberg,Business,2024,Employed,Business Analyst,646.5,8,No,3,9/5/2025
ALU1767,Joshua,Lamb,dylan.drake@gmail.com,Female,United Kingdom,Lake Eric,Computer Science,2025,Unemployed,IT Support Specialist,0,8,Yes,5,8/28/2024
ALU1768,Joseph,Garcia,kathleen.thompson@outlook.com,Female,United States,Lake Toni,Business,2024,Employed,HR Coordinator,0,9,Yes,1,7/29/2024
ALU1769,Carolyn,Alexander,rebecca.francis@gmail.com,Female,Canada,North Alexa,Education,2024,Student,Academic Advisor,0,2,No,3,12/17/2024
ALU1770,Edward,Rasmussen,amy.wright@outlook.com,Female,United Kingdom,New Carrie,Computer Science,2024,Unemployed,Data Analyst,0,5,No,4,5/21/2024
ALU1771,Frank,Foley,andre.frank@gmail.com,Male,United States,South Kylieport,Arts,2022,Student,Multimedia Specialist,0,10,No,2,6/1/2025
ALU1772,Michelle,Alexander,patricia.morris@gmail.com,Male,Australia,Jenniferfurt,Business,2021,Student,Business Analyst,0,8,Yes,1,4/5/2025
ALU1773,Samuel,Gould,samuel.moore@yahoo.com,Male,Canada,Stephenhaven,Computer Science,2021,Student,Data Analyst,0,6,No,2,1/18/2024
ALU1774,Jeffrey,Hanson,dean.marsh@yahoo.com,Female,United States,Carsontown,Business,2025,Self-Employed,HR Coordinator,0,9,Yes,2,2/28/2024
ALU1775,Paul,Sanchez,catherine.dickson@company.com,Male,Canada,Charlenetown,Nursing,2025,Employed,Clinical Assistant,1517.2,8,No,2,9/20/2025
ALU1776,Cassandra,Castro,jennifer.hernandez@yahoo.com,Male,Ghana,Port Victor,Education,2020,Employed,Teacher,0,2,No,3,12/31/2024
ALU1777,Deborah,Taylor,ashley.ellison@company.com,Male,Ghana,Moorestad,Business,2022,Unemployed,Marketing Specialist,0,3,Yes,4,4/25/2024
ALU1778,Haley,Baird,andrew.dougherty@outlook.com,Male,United States,North Michael,Education,2023,Student,Curriculum Developer,0,0,Yes,4,12/5/2024
ALU1779,Debbie,Quinn,zachary.romero@outlook.com,Male,United Kingdom,Michaelmouth,Computer Science,2025,Employed,Data Analyst,264.95,6,No,4,11/15/2023
ALU1780,Cameron,Cortez,vanessa.thomas@company.com,Male,United States,Lake Rachelland,Arts,2022,Self-Employed,Graphic Designer,3458.55,3,No,3,4/5/2024
ALU1781,Valerie,Mcintosh,alex.barrera@outlook.com,Female,United States,South Brittanymouth,Nursing,2024,Student,Registered Nurse,4740.48,3,Yes,2,5/3/2025
ALU1782,Catherine,Gibson,sharon.anderson@gmail.com,Female,United States,East Jamie,Education,2021,Student,Teacher,0,6,No,4,10/21/2025
ALU1783,Ashley,Williams,adrian.peterson@outlook.com,Female,Canada,Port Cynthiastad,Nursing,2020,Student,Clinical Assistant,0,2,No,1,11/15/2024
ALU1784,Grant,Lewis,nicole.martinez@gmail.com,Male,Ghana,West Melissaville,Education,2021,Unemployed,Curriculum Developer,0,4,Yes,3,9/27/2025
ALU1785,Gabriel,Burton,robyn.davis@outlook.com,Female,United States,Lake Kristen,Education,2024,Unemployed,Curriculum Developer,0,1,Yes,4,5/31/2024
ALU1786,Laurie,Briggs,todd.wright@gmail.com,Female,United Kingdom,Richberg,Arts,2020,Student,Art Coordinator,0,3,No,3,2/22/2024
ALU1787,Kyle,Edwards,anthony.wright@company.com,Male,Canada,East Marcus,Nursing,2020,Unemployed,Nurse Practitioner,0,9,Yes,3,3/3/2024
ALU1788,Brandon,Harris,wayne.gray@company.com,Female,Ghana,Port Austin,Education,2020,Self-Employed,Teacher,0,8,No,2,5/8/2025
ALU1789,Keith,Brown,james.shaw@gmail.com,Female,Canada,Marvinmouth,Arts,2023,Student,Graphic Designer,0,0,No,1,10/26/2025
ALU1790,Samantha,Martin,nicole.collins@gmail.com,Male,United Kingdom,East Terrance,Arts,2020,Student,Graphic Designer,0,2,No,2,6/7/2025
ALU1791,Abigail,Wright,james.hickman@yahoo.com,Female,Australia,Port James,Education,2023,Unemployed,Teacher,0,1,Yes,5,9/2/2025
ALU1792,Alexander,Abbott,jonathan.murray@outlook.com,Male,United Kingdom,North Tonya,Nursing,2021,Employed,Nurse Practitioner,0,7,Yes,1,1/3/2025
ALU1793,James,Medina,james.williams@gmail.com,Male,Ghana,Markshaven,Engineering,2025,Self-Employed,Civil Engineer,0,8,No,3,3/4/2024
ALU1794,Jeremy,Wiggins,terri.miller@gmail.com,Male,Ghana,New Oscarfurt,Nursing,2024,Student,Registered Nurse,937.69,2,Yes,5,7/26/2024
ALU1795,Nathaniel,Morrison,bryan.welch@outlook.com,Male,Canada,New Aprilfurt,Computer Science,2022,Student,Data Analyst,0,0,No,3,2/23/2025
ALU1796,Terri,Mendoza,christopher.jordan@gmail.com,Female,Canada,New Tyler,Computer Science,2025,Unemployed,IT Support Specialist,0,6,Yes,2,8/26/2024
ALU1797,Caroline,Sloan,christine.goodwin@company.com,Female,United Kingdom,North Vanessa,Education,2023,Unemployed,Academic Advisor,0,3,Yes,4,2/9/2024
ALU1798,David,Stewart,jacob.guzman@outlook.com,Male,Australia,Lake Ronnie,Nursing,2020,Self-Employed,Registered Nurse,0,9,Yes,3,4/3/2024
ALU1799,James,Shaw,donald.ortiz@yahoo.com,Male,Canada,Dawnview,Computer Science,2020,Self-Employed,IT Support Specialist,0,2,Yes,1,7/2/2025
ALU1800,April,Adams,thomas.lee@yahoo.com,Female,United States,West Michaelside,Education,2022,Self-Employed,Teacher,0,6,No,2,12/18/2024
ALU1801,Kristen,Stewart,robert.wilson@company.com,Female,Ghana,Farleyville,Business,2023,Student,HR Coordinator,0,7,Yes,4,9/8/2024
ALU1802,Lisa,Martinez,nicholas.russell@outlook.com,Male,United Kingdom,East Haleyfurt,Education,2023,Self-Employed,Curriculum Developer,0,5,Yes,5,6/20/2025
ALU1803,Antonio,Weiss,paul.foster@company.com,Male,Ghana,Lake Diane,Education,2020,Student,Curriculum Developer,4733.56,3,Yes,4,9/27/2024
ALU1804,Kyle,Williams,justin.church@yahoo.com,Male,Canada,Mejiaton,Computer Science,2024,Unemployed,Software Engineer,0,3,Yes,4,3/4/2025
ALU1805,Megan,Cuevas,jessica.harrison@yahoo.com,Female,Canada,Alexandramouth,Arts,2024,Unemployed,Graphic Designer,85.36,3,Yes,2,5/24/2024
ALU1806,Sarah,Nelson,misty.jenkins@company.com,Female,Ghana,Mirandaland,Education,2020,Self-Employed,Academic Advisor,0,2,Yes,2,5/26/2024
ALU1807,Diana,Herrera,barbara.jones@company.com,Male,Australia,Villegasside,Engineering,2024,Employed,Automation Engineer,2332.1,2,No,1,3/13/2025
ALU1808,Raymond,Haynes,emily.griffith@company.com,Male,United Kingdom,South Tanyahaven,Education,2022,Unemployed,Teacher,3749.18,0,Yes,1,2/17/2024
ALU1809,Brian,Chambers,elizabeth.clark@gmail.com,Female,Canada,Port Shannon,Engineering,2021,Employed,Mechanical Engineer,0,6,No,4,6/8/2024
ALU1810,Todd,Herring,james.griffin@company.com,Male,Canada,West Michelleland,Engineering,2020,Employed,Automation Engineer,0,2,No,1,6/3/2024
ALU1811,Debra,Morgan,kyle.garcia@company.com,Male,Australia,Ricestad,Arts,2024,Self-Employed,Art Coordinator,0,6,Yes,5,1/11/2025
ALU1812,Anna,Hill,melissa.mendez@yahoo.com,Male,Ghana,West Edward,Education,2021,Student,Teacher,0,5,Yes,5,12/4/2024
ALU1813,Jesse,Padilla,emily.ortega@yahoo.com,Male,United Kingdom,Ericbury,Arts,2024,Student,Multimedia Specialist,0,9,No,1,8/10/2024
ALU1814,Juan,Freeman,stacy.sullivan@gmail.com,Female,Canada,North Geraldside,Business,2024,Employed,HR Coordinator,3967.92,8,No,4,7/31/2024
ALU1815,Edwin,Dickerson,david.brown@company.com,Female,Canada,New Erictown,Computer Science,2023,Student,Software Engineer,0,2,No,2,5/28/2024
ALU1816,Kathryn,Medina,anthony.martin@gmail.com,Female,United States,Johnsonmouth,Engineering,2023,Student,Automation Engineer,4377.5,7,No,5,6/11/2024
ALU1817,Karen,Lawrence,kenneth.whitaker@company.com,Male,Australia,West Brenda,Education,2020,Student,Curriculum Developer,2933.91,3,No,1,3/26/2025
ALU1818,John,Ballard,tara.villanueva@outlook.com,Female,Canada,Rasmussenside,Engineering,2023,Unemployed,Civil Engineer,0,0,No,2,6/17/2025
ALU1819,Jasmine,Frank,kelli.wallace@outlook.com,Female,United States,Mooneyburgh,Arts,2022,Unemployed,Multimedia Specialist,3776.14,5,Yes,2,7/24/2024
ALU1820,Shannon,Anderson,mary.gill@gmail.com,Female,United Kingdom,Andersonshire,Computer Science,2022,Unemployed,IT Support Specialist,0,2,Yes,1,9/10/2025
ALU1821,Cody,Moyer,samantha.khan@outlook.com,Female,United Kingdom,South Jasmine,Business,2021,Student,HR Coordinator,765.95,10,No,3,11/18/2024
ALU1822,Laura,Garner,chad.le@company.com,Female,Australia,Masonburgh,Engineering,2022,Student,Civil Engineer,2643.27,9,No,1,3/28/2025
ALU1823,Jonathan,Keller,alexander.smith@outlook.com,Female,United States,Jonesbury,Arts,2025,Self-Employed,Graphic Designer,0,2,Yes,5,11/25/2024
ALU1824,Chad,Liu,joshua.fowler@company.com,Female,Canada,Adamberg,Arts,2024,Employed,Art Coordinator,0,2,No,5,5/19/2024
ALU1825,Grace,Cooper,casey.parker@outlook.com,Female,Canada,North Michaelstad,Nursing,2023,Employed,Clinical Assistant,2373.68,5,Yes,2,8/28/2025
ALU1826,Destiny,Payne,holly.fletcher@yahoo.com,Female,United Kingdom,Stephaniemouth,Education,2022,Self-Employed,Teacher,1471.78,0,Yes,2,5/9/2024
ALU1827,Kelly,Jenkins,elizabeth.andrews@outlook.com,Male,Australia,Port Phyllismouth,Computer Science,2023,Self-Employed,Software Engineer,0,10,Yes,5,11/8/2023
ALU1828,Anne,Harris,jose.murphy@yahoo.com,Male,Australia,Joshuafort,Engineering,2021,Student,Civil Engineer,0,2,No,2,5/28/2025
ALU1829,Kevin,Cox,brent.fox@company.com,Female,United States,Port Daisy,Education,2021,Unemployed,Teacher,2938.61,7,No,1,9/8/2025
ALU1830,Jeffrey,Phelps,jennifer.casey@outlook.com,Male,Canada,Fergusonland,Engineering,2024,Self-Employed,Civil Engineer,518.81,3,No,3,5/24/2024
ALU1831,Sherri,Campbell,teresa.jones@outlook.com,Male,Canada,South Kevin,Engineering,2020,Employed,Mechanical Engineer,3420.42,3,No,2,12/13/2023
ALU1832,Daniel,Newman,laura.nelson@gmail.com,Male,Canada,Greenefort,Business,2024,Student,Marketing Specialist,0,0,Yes,4,7/18/2024
ALU1833,Amanda,Warren,sally.garcia@yahoo.com,Female,Australia,East Renee,Arts,2022,Self-Employed,Art Coordinator,0,9,Yes,4,7/20/2025
ALU1834,Linda,Sanders,steven.hunt@gmail.com,Male,United States,Lake Nicholasmouth,Nursing,2025,Student,Clinical Assistant,0,7,Yes,1,10/2/2024
ALU1835,David,Owen,laurie.stafford@company.com,Male,Canada,Welchview,Engineering,2020,Employed,Automation Engineer,285.48,9,No,3,1/17/2025
ALU1836,Aaron,Johnson,kylie.black@outlook.com,Female,Canada,New Sherryborough,Engineering,2022,Employed,Mechanical Engineer,262.52,8,No,3,4/18/2024
ALU1837,Michael,Johnson,sean.smith@outlook.com,Male,Ghana,South Lindaborough,Arts,2023,Self-Employed,Graphic Designer,3405.57,7,Yes,3,9/12/2025
ALU1838,Alexander,Edwards,laura.mason@gmail.com,Male,Canada,Jacksonbury,Engineering,2025,Unemployed,Mechanical Engineer,0,8,No,3,9/8/2024
ALU1839,Robert,Smith,vanessa.greene@company.com,Male,United States,North Baileystad,Engineering,2024,Self-Employed,Mechanical Engineer,0,9,Yes,2,1/13/2024
ALU1840,Thomas,Berry,tina.jordan@yahoo.com,Female,United States,Gatesbury,Computer Science,2022,Student,Software Engineer,691.38,5,No,2,7/10/2024
ALU1841,John,Lee,kelly.hamilton@company.com,Male,Australia,Armstrongberg,Engineering,2025,Employed,Automation Engineer,0,2,Yes,1,2/23/2024
ALU1842,Andrew,Rodriguez,jennifer.martin@company.com,Female,Canada,Reillyville,Education,2021,Employed,Teacher,0,1,Yes,3,3/14/2025
ALU1843,Robert,Shaw,monica.matthews@company.com,Female,United States,Huffmantown,Computer Science,2020,Student,Software Engineer,0,5,Yes,4,10/19/2024
